sim,simname,suppliermemory,suppliercpu,mediatormemory,mediatorcpu,customermemory,customercpu,verifiermemory,verifiercpu,allocatormemory,allocatorcpu
1,simone,52.18678953778113,0.0036955264859670016,46.704589155908636,0.002085402184707047,44.56695969064384,0.002075969259285315,34.883456319202,0.0010922693266832918,46.464329356725145,0.002397660818713448
2,simtwo,60.0742053127802,0.005204178637183274,43.00672210180624,0.0023645320197044303,44.562988871481345,0.002994429118157365,29.760799389645776,0.0010953678474114447,46.575689983579636,0.0033497536945812723
3,simthree,49.74846455220364,0.0034086846568559914,41.543191599198394,0.0019238476953907803,43.709537943534066,0.0023715295094342104,29.998423514376995,0.0010423322683706059,47.45051995171026,0.0029336016096579384
4,simfour,48.316083291562435,0.003269214537450361,1335.1264880783979,0.014955262036642535,41.36501850526318,0.0023903886406528687,30.52082782310004,0.0010820094461142112,46.38138988446727,0.0021181001283697033
5,simfive,51.160430706531066,0.003403397910377892,592.750494294164,0.0112337020333709,42.55805406647957,0.002272278837390802,30.054580253337885,0.0011153858123728788,45.391165374284554,0.0024051239207539196
6,simsix,49.79114287277032,0.003914373709184829,1886.7483038202247,0.02692134831460674,43.16614695413817,0.0028473106842316935,29.724206545454546,0.0011590909090909095,45.5711104962406,0.0024586466165413537
