custalloc,prot,custmed,supalloc,supapp,supmed
10.623647,29.26812,0.0008869999999878928,7.849846000000002,4.105068999999999,0.14162300000002143
10.681794000000002,38.85352700000001,-0.00016899999999441206,7.435474,4.630546000000001,0.12154499999992549
10.118631,40.26171000000001,-0.0008310000000055879,7.077375000000001,3.994831,0.10926099999999861
10.312127000000002,29.436061000000002,-0.00046100000001024456,2.623222999999999,3.9487050000000017,0.11976700000005076
9.598876,39.99016900000001,0.0004949999999953433,1.960696,3.7497570000000016,0.10849700000003214
9.539629000000001,29.153176,0.010359999999869614,1.7208549999999996,4.019620999999999,0.11156500000000233
9.429922,31.19471400000001,0.002169999999983702,1.7697540000000007,3.8381590000000014,0.11895200000004844
1.2494649999999983,28.957066000000005,-0.008603999999992083,1.569786000000002,5.527226999999999,0.10761199999996461
0.9525969999999998,30.386976,-0.0007749999999650754,1.3428239999999987,5.5290799999999996,0.10789100000000326
0.9853909999999996,20.986226,-0.000945000000006985,1.3081580000000013,5.432486000000001,0.10892500000004657
