custalloc,prot,custmed,supalloc,supapp,supmed
10.759629,48.362065,-0.00013599999994039536,9.311883000000002,6.513172999999999,0.10912500000011642
10.4486,55.853823,-0.001812000000034459,9.186425,6.949824999999999,0.10636599999992177
10.996159,55.260954999999996,-0.000268999999971129,8.182744,5.901652000000002,0.104420999999973
10.699365,61.087597,-0.0005960000001359731,8.330452,5.780774000000003,0.12450199999997857
10.624413999999998,48.486854,-0.003945000000065192,8.032525,6.014019000000004,0.10868900000001304
10.890600000000001,41.130669999999995,-0.00132100000011269,7.224619000000002,5.035368999999998,0.10641000000003259
10.860281,60.247941999999995,0.002190999999875203,7.650877000000002,6.0333,0.1086589999999851
10.71107,39.92423600000001,-0.0035100000000093134,7.395200000000001,6.1301510000000015,0.108670999999973
10.561748999999999,48.526516,-0.0027359999999171125,7.567690000000001,5.360282999999997,0.11748400000017137
10.855092999999998,55.47709700000001,-0.0017040000000270083,6.864431999999999,5.714480000000002,0.11132499999995343
10.303908,61.284747,-0.003224999999976717,3.6364260000000006,6.446206000000002,0.10846400000003632
10.317955000000001,55.581209,0.0008760000000474974,3.6683460000000023,7.605147999999997,0.10751699999999255
10.657148999999999,60.943474,-0.00201300000003539,3.306253,5.673796,0.10695599999988917
9.988064,56.863691,-0.0014009999999543652,3.449282000000002,5.886274000000001,0.10882299999997486
9.719049,56.015096,-0.002175999999977648,2.347450999999999,5.421302,0.13110599999991246
8.476698,61.453993,-0.01555600000009872,2.157120000000001,7.293753999999999,0.10832800000009593
9.221161,47.76357800000001,-0.003967999999993481,1.8794359999999997,4.965597000000002,0.12833499999996276
8.556931,42.492571,-0.0035799999999580907,1.9444109999999983,6.007874,0.019066000000108035
8.409098999999998,59.499595,0.000287999999942258,1.7378979999999993,4.624211000000001,0.10783099999988917
